ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
92500,Tamil Nadu,Chennai,Locality_472,Independent House,3,1938,433.7,0.22,2023,Furnished,11,4,2,5,1,Medium,Yes,No,"Garden, Clubhouse, Playground, Pool, Gym",North,Owner,Under_Construction
192120,Madhya Pradesh,Indore,Locality_298,Apartment,5,3032,359.19,0.12,2016,Semi-furnished,3,5,9,7,2,Medium,No,Yes,"Garden, Gym, Playground",North,Owner,Ready_to_Move
249924,Uttarakhand,Dehradun,Locality_45,Independent House,1,3172,467.81,0.15,2015,Furnished,4,8,10,3,1,Medium,Yes,No,"Playground, Garden, Clubhouse, Pool, Gym",West,Broker,Under_Construction
247769,Tamil Nadu,Chennai,Locality_419,Villa,1,3502,238.04,0.07,1996,Furnished,24,7,29,5,7,Medium,No,No,Garden,West,Broker,Under_Construction
45913,Maharashtra,Nagpur,Locality_325,Apartment,3,4237,59.45,0.01,1993,Furnished,11,12,32,4,9,Low,Yes,Yes,Garden,West,Broker,Ready_to_Move
148181,Telangana,Hyderabad,Locality_9,Villa,2,1765,94.54,0.05,2014,Furnished,26,1,11,9,7,Medium,Yes,Yes,"Playground, Clubhouse, Gym, Pool",West,Owner,Ready_to_Move
194721,Assam,Guwahati,Locality_145,Independent House,2,3224,422.8,0.13,2005,Unfurnished,18,6,20,5,1,High,No,Yes,"Pool, Clubhouse, Garden, Playground",North,Builder,Ready_to_Move
119435,West Bengal,Kolkata,Locality_269,Villa,1,4519,157.05,0.03,2013,Furnished,28,15,12,7,2,High,No,Yes,"Gym, Pool, Garden, Clubhouse",East,Builder,Ready_to_Move
184183,Uttarakhand,Haridwar,Locality_262,Apartment,4,3684,172.26,0.05,2019,Semi-furnished,16,15,6,3,9,High,No,Yes,"Gym, Clubhouse, Garden, Playground",West,Broker,Under_Construction
225909,Punjab,Ludhiana,Locality_262,Independent House,2,4595,452.62,0.1,2016,Semi-furnished,15,26,9,10,2,Low,No,Yes,Gym,South,Builder,Ready_to_Move
138787,Kerala,Trivandrum,Locality_259,Villa,3,2428,110.16,0.05,1993,Furnished,21,14,32,10,6,Medium,Yes,No,"Playground, Garden, Clubhouse, Pool, Gym",West,Owner,Ready_to_Move
87541,Bihar,Gaya,Locality_158,Independent House,3,3060,14.15,0.0,2013,Furnished,17,10,12,4,3,Medium,Yes,No,Pool,North,Broker,Under_Construction
77189,Delhi,Dwarka,Locality_308,Independent House,2,4922,178.8,0.04,2007,Furnished,9,25,18,8,5,Low,Yes,Yes,"Garden, Clubhouse, Playground",South,Owner,Ready_to_Move
244336,Punjab,Amritsar,Locality_48,Villa,2,3690,68.96,0.02,2020,Semi-furnished,2,18,5,1,5,High,No,Yes,Pool,West,Builder,Ready_to_Move
99505,Gujarat,Ahmedabad,Locality_475,Villa,1,1924,419.2,0.22,2018,Furnished,16,16,7,1,3,Low,No,Yes,Gym,West,Builder,Under_Construction
19514,Chhattisgarh,Bilaspur,Locality_193,Independent House,3,989,53.49,0.05,2010,Semi-furnished,2,9,15,5,6,High,No,Yes,Garden,South,Broker,Under_Construction
212155,Andhra Pradesh,Vijayawada,Locality_495,Apartment,1,3069,315.76,0.1,2002,Semi-furnished,9,3,23,4,5,Low,No,Yes,"Playground, Garden, Clubhouse",West,Owner,Under_Construction
131543,Haryana,Gurgaon,Locality_467,Independent House,3,3241,322.13,0.1,1993,Furnished,19,4,32,5,6,Low,No,Yes,Garden,East,Owner,Under_Construction
111494,Uttarakhand,Haridwar,Locality_21,Apartment,1,4057,301.72,0.07,1997,Unfurnished,10,16,28,5,7,Medium,Yes,Yes,"Gym, Pool, Playground, Clubhouse, Garden",North,Builder,Ready_to_Move
132151,Jharkhand,Ranchi,Locality_269,Villa,5,1230,44.72,0.04,2015,Unfurnished,27,4,10,6,5,Low,Yes,No,"Playground, Gym, Clubhouse, Garden",North,Builder,Ready_to_Move
78788,Odisha,Bhubaneswar,Locality_61,Villa,3,3764,73.0,0.02,2016,Unfurnished,0,20,9,7,7,High,Yes,Yes,"Gym, Clubhouse, Garden, Pool, Playground",West,Broker,Under_Construction
17750,Jharkhand,Ranchi,Locality_154,Apartment,4,2924,173.73,0.06,2016,Furnished,4,19,9,5,4,High,Yes,Yes,"Playground, Gym",East,Builder,Ready_to_Move
70833,Kerala,Kochi,Locality_331,Independent House,3,3236,96.83,0.03,2003,Semi-furnished,14,22,22,1,7,Low,No,No,"Clubhouse, Garden",West,Broker,Under_Construction
33142,Assam,Silchar,Locality_427,Apartment,2,1745,55.34,0.03,2007,Semi-furnished,30,5,18,7,7,High,Yes,Yes,"Clubhouse, Pool",South,Builder,Ready_to_Move
202342,Assam,Silchar,Locality_465,Villa,5,4147,226.18,0.05,2008,Furnished,22,7,17,8,10,High,Yes,Yes,"Garden, Playground, Pool",East,Builder,Under_Construction
20219,Kerala,Kochi,Locality_90,Apartment,3,1347,356.08,0.26,2001,Semi-furnished,26,8,24,3,10,Low,No,Yes,"Garden, Playground, Gym, Clubhouse",West,Builder,Ready_to_Move
392,Karnataka,Mangalore,Locality_392,Apartment,5,4337,153.29,0.04,2012,Unfurnished,2,29,13,2,10,Low,No,No,Playground,South,Broker,Under_Construction
133981,Uttar Pradesh,Noida,Locality_60,Villa,5,545,211.78,0.39,2022,Unfurnished,0,12,3,7,3,High,Yes,No,"Gym, Playground, Pool",North,Broker,Under_Construction
200730,Delhi,New Delhi,Locality_255,Villa,5,4909,372.8,0.08,1998,Furnished,6,21,27,8,10,Low,No,Yes,Garden,North,Builder,Under_Construction
143107,Tamil Nadu,Chennai,Locality_252,Independent House,4,4477,289.03,0.06,2016,Unfurnished,18,12,9,1,3,Low,No,Yes,Clubhouse,East,Builder,Ready_to_Move
177195,Telangana,Hyderabad,Locality_365,Apartment,5,1406,245.74,0.17,2013,Furnished,4,5,12,7,3,Medium,Yes,Yes,"Playground, Garden, Clubhouse",North,Builder,Ready_to_Move
100120,Delhi,New Delhi,Locality_170,Independent House,1,2768,431.35,0.16,1993,Furnished,6,16,32,3,8,High,Yes,No,"Clubhouse, Pool, Playground, Gym",North,Builder,Under_Construction
196033,Rajasthan,Jaipur,Locality_148,Villa,5,3678,241.32,0.07,2020,Furnished,18,23,5,9,6,High,Yes,No,"Clubhouse, Gym, Playground, Pool",North,Owner,Under_Construction
84027,Delhi,Dwarka,Locality_45,Apartment,5,2917,174.78,0.06,2000,Unfurnished,6,1,25,6,8,Medium,No,Yes,"Pool, Playground",South,Owner,Ready_to_Move
196835,Madhya Pradesh,Bhopal,Locality_82,Independent House,2,4587,438.03,0.1,2013,Semi-furnished,16,17,12,10,8,Low,Yes,No,"Clubhouse, Gym, Pool",East,Builder,Ready_to_Move
233652,Karnataka,Mysore,Locality_54,Independent House,1,3785,468.7,0.12,1996,Furnished,20,22,29,5,9,Low,No,No,"Clubhouse, Pool",East,Owner,Under_Construction
226581,Uttar Pradesh,Noida,Locality_308,Independent House,3,3397,73.86,0.02,2020,Semi-furnished,28,29,5,3,3,Medium,Yes,No,"Garden, Gym, Clubhouse, Pool",East,Broker,Ready_to_Move
63956,Haryana,Faridabad,Locality_278,Villa,4,1318,265.23,0.2,1995,Semi-furnished,14,9,30,2,4,Medium,No,Yes,"Clubhouse, Garden, Gym, Pool, Playground",West,Owner,Ready_to_Move
85798,Haryana,Faridabad,Locality_424,Independent House,3,1873,69.18,0.04,2006,Semi-furnished,22,7,19,9,9,Medium,Yes,Yes,"Garden, Pool, Playground",South,Builder,Under_Construction
182607,Rajasthan,Jodhpur,Locality_291,Independent House,3,2968,100.51,0.03,2019,Furnished,22,24,6,3,9,Low,Yes,Yes,"Pool, Garden, Clubhouse",East,Broker,Under_Construction
42634,Delhi,New Delhi,Locality_185,Villa,1,2832,107.93,0.04,2015,Semi-furnished,24,1,10,6,5,Low,No,Yes,Garden,North,Broker,Ready_to_Move
28953,Andhra Pradesh,Vishakhapatnam,Locality_79,Apartment,5,3932,45.23,0.01,2001,Furnished,7,5,24,8,1,Medium,Yes,Yes,"Garden, Pool",West,Builder,Ready_to_Move
62029,Telangana,Warangal,Locality_343,Villa,3,2742,149.75,0.05,2009,Unfurnished,22,10,16,1,6,Medium,Yes,Yes,"Clubhouse, Pool",North,Broker,Under_Construction
141685,Jharkhand,Jamshedpur,Locality_249,Independent House,4,4937,313.99,0.06,1991,Furnished,25,28,34,9,9,Low,Yes,Yes,"Pool, Clubhouse, Garden",North,Broker,Under_Construction
59417,Madhya Pradesh,Bhopal,Locality_34,Villa,3,4395,464.07,0.11,1999,Unfurnished,26,5,26,5,4,Medium,Yes,No,Garden,West,Owner,Under_Construction
206250,Delhi,New Delhi,Locality_441,Independent House,3,4503,325.72,0.07,2002,Unfurnished,9,22,23,2,7,Medium,No,No,"Pool, Clubhouse, Garden, Gym, Playground",West,Owner,Under_Construction
242654,West Bengal,Kolkata,Locality_210,Apartment,1,4522,171.07,0.04,2010,Semi-furnished,7,3,15,6,3,High,Yes,Yes,"Clubhouse, Gym",North,Builder,Under_Construction
25685,Assam,Silchar,Locality_175,Villa,3,1884,347.76,0.18,2000,Semi-furnished,22,17,25,1,5,Medium,Yes,No,"Gym, Playground, Pool",East,Broker,Under_Construction
162453,Gujarat,Surat,Locality_488,Apartment,1,4510,81.13,0.02,1995,Unfurnished,5,18,30,5,8,Medium,No,Yes,"Garden, Clubhouse, Pool",East,Builder,Under_Construction
2139,Jharkhand,Jamshedpur,Locality_267,Villa,4,1178,493.25,0.42,2015,Semi-furnished,30,27,10,4,4,High,Yes,No,"Gym, Garden",West,Broker,Under_Construction
190585,Telangana,Warangal,Locality_10,Apartment,5,3729,353.09,0.09,2021,Unfurnished,6,17,4,10,3,Low,No,Yes,"Gym, Garden, Pool, Playground",East,Broker,Ready_to_Move
247319,Haryana,Gurgaon,Locality_119,Independent House,4,2391,338.55,0.14,1999,Semi-furnished,13,14,26,4,4,Medium,Yes,Yes,"Pool, Clubhouse, Playground, Gym, Garden",South,Builder,Ready_to_Move
239621,Uttarakhand,Dehradun,Locality_110,Villa,1,1427,450.09,0.32,2004,Furnished,14,1,21,4,8,Medium,No,Yes,"Gym, Garden, Playground, Pool",South,Broker,Ready_to_Move
10017,Uttarakhand,Dehradun,Locality_1,Villa,5,3840,418.25,0.11,1999,Furnished,13,28,26,10,10,Medium,Yes,No,"Gym, Playground, Pool, Clubhouse, Garden",South,Broker,Under_Construction
209165,Telangana,Warangal,Locality_107,Villa,2,2357,493.38,0.21,2006,Semi-furnished,21,17,19,8,1,High,No,Yes,"Gym, Garden, Clubhouse, Pool, Playground",South,Broker,Ready_to_Move
194932,Madhya Pradesh,Indore,Locality_106,Independent House,3,2800,255.45,0.09,1991,Unfurnished,14,13,34,5,8,Medium,Yes,No,"Pool, Garden",South,Owner,Ready_to_Move
121750,Kerala,Kochi,Locality_275,Villa,4,4520,273.41,0.06,1990,Furnished,26,1,35,8,6,Medium,Yes,No,"Playground, Clubhouse, Garden",North,Broker,Under_Construction
86239,Karnataka,Bangalore,Locality_34,Apartment,4,3501,464.9,0.13,1994,Furnished,7,30,31,5,5,Low,Yes,No,"Playground, Gym, Clubhouse, Pool, Garden",North,Broker,Ready_to_Move
97370,Bihar,Gaya,Locality_85,Independent House,4,4886,277.17,0.06,2012,Unfurnished,11,16,13,10,2,High,No,Yes,"Garden, Pool, Gym, Clubhouse",East,Builder,Under_Construction
179248,Haryana,Faridabad,Locality_345,Apartment,1,1512,114.22,0.08,2000,Unfurnished,27,14,25,2,4,Medium,No,No,"Playground, Clubhouse, Pool",East,Owner,Ready_to_Move
9884,Assam,Silchar,Locality_300,Apartment,4,1772,468.46,0.26,1990,Furnished,2,28,35,2,6,Medium,Yes,Yes,"Clubhouse, Gym, Garden, Pool, Playground",North,Builder,Ready_to_Move
160386,Odisha,Bhubaneswar,Locality_172,Independent House,3,2686,103.73,0.04,2016,Semi-furnished,10,28,9,6,4,Low,Yes,No,Clubhouse,East,Owner,Ready_to_Move
203506,Haryana,Gurgaon,Locality_267,Villa,4,1462,101.78,0.07,2021,Unfurnished,9,27,4,6,6,Low,Yes,No,"Garden, Playground, Gym",South,Builder,Under_Construction
43006,Gujarat,Surat,Locality_276,Villa,4,3430,226.06,0.07,2013,Furnished,6,3,12,3,2,Low,Yes,Yes,Clubhouse,South,Broker,Under_Construction
158489,Kerala,Trivandrum,Locality_384,Independent House,1,3648,304.68,0.08,2010,Semi-furnished,17,26,15,8,3,Low,Yes,No,"Playground, Pool, Gym",West,Broker,Under_Construction
182732,Madhya Pradesh,Indore,Locality_295,Apartment,1,3446,419.37,0.12,2003,Semi-furnished,1,20,22,5,10,Low,No,No,"Garden, Pool, Clubhouse, Gym",West,Owner,Under_Construction
34446,Uttar Pradesh,Noida,Locality_262,Apartment,3,1732,262.64,0.15,2014,Semi-furnished,17,23,11,4,8,Low,Yes,No,"Gym, Garden, Clubhouse, Playground",East,Builder,Ready_to_Move
122399,Kerala,Trivandrum,Locality_67,Villa,4,776,447.93,0.58,1990,Furnished,20,1,35,3,5,Low,No,Yes,"Gym, Clubhouse, Playground, Garden",West,Owner,Ready_to_Move
39235,West Bengal,Kolkata,Locality_135,Independent House,2,3253,294.5,0.09,1992,Unfurnished,13,4,33,3,3,Medium,Yes,Yes,Clubhouse,East,Broker,Ready_to_Move
108122,Delhi,New Delhi,Locality_416,Villa,3,3652,246.71,0.07,2004,Unfurnished,27,29,21,5,5,Medium,No,No,"Garden, Gym, Pool",West,Owner,Ready_to_Move
193659,Jharkhand,Ranchi,Locality_214,Independent House,2,2025,499.3,0.25,1990,Unfurnished,13,15,35,7,5,Low,No,Yes,"Playground, Gym",East,Broker,Ready_to_Move
76960,Tamil Nadu,Chennai,Locality_317,Apartment,3,3143,176.7,0.06,2007,Unfurnished,14,30,18,9,5,High,Yes,No,"Garden, Playground",South,Owner,Ready_to_Move
181332,Bihar,Patna,Locality_368,Independent House,4,4042,374.41,0.09,2019,Furnished,18,9,6,1,4,Low,Yes,No,"Garden, Clubhouse, Pool, Gym, Playground",South,Owner,Ready_to_Move
88322,Chhattisgarh,Bilaspur,Locality_354,Apartment,3,3098,460.86,0.15,2003,Furnished,17,24,22,8,10,High,Yes,Yes,Garden,West,Owner,Ready_to_Move
206088,Kerala,Kochi,Locality_259,Independent House,3,4061,98.52,0.02,1997,Unfurnished,26,24,28,9,8,High,No,No,"Playground, Garden",West,Builder,Under_Construction
129700,Punjab,Amritsar,Locality_108,Villa,2,1830,490.82,0.27,1994,Unfurnished,23,16,31,9,8,Low,Yes,No,"Playground, Clubhouse, Garden, Gym",South,Owner,Under_Construction
233719,Odisha,Bhubaneswar,Locality_390,Villa,1,2334,176.76,0.08,2010,Semi-furnished,0,4,15,10,9,Low,No,Yes,"Gym, Pool, Playground",North,Builder,Ready_to_Move
228513,Assam,Guwahati,Locality_401,Independent House,5,2365,464.21,0.2,1993,Semi-furnished,5,28,32,7,2,High,No,Yes,"Clubhouse, Gym, Garden",South,Owner,Under_Construction
247047,Rajasthan,Jodhpur,Locality_396,Apartment,4,3107,229.6,0.07,1997,Semi-furnished,13,12,28,3,8,Low,No,No,"Gym, Clubhouse, Pool",West,Broker,Under_Construction
216673,Assam,Guwahati,Locality_347,Villa,4,3884,240.38,0.06,2006,Furnished,29,21,19,9,7,Low,No,Yes,"Pool, Clubhouse, Garden, Gym",West,Owner,Under_Construction
133819,Delhi,New Delhi,Locality_406,Apartment,2,4918,217.83,0.04,2008,Furnished,3,19,17,1,6,High,Yes,No,Pool,North,Builder,Ready_to_Move
15571,Maharashtra,Nagpur,Locality_263,Independent House,4,3315,20.39,0.01,1999,Unfurnished,19,16,26,9,10,Low,Yes,Yes,"Garden, Playground",North,Builder,Ready_to_Move
165350,Karnataka,Mysore,Locality_482,Apartment,3,883,143.84,0.16,2001,Semi-furnished,13,25,24,7,4,Medium,No,Yes,"Pool, Gym",South,Builder,Under_Construction
217617,Delhi,Dwarka,Locality_493,Apartment,2,946,152.22,0.16,2022,Semi-furnished,27,15,3,10,7,High,No,Yes,"Pool, Gym",North,Broker,Under_Construction
157593,Madhya Pradesh,Bhopal,Locality_469,Villa,2,2026,115.64,0.06,1997,Semi-furnished,5,13,28,10,1,High,No,No,"Garden, Gym, Pool, Clubhouse",South,Owner,Ready_to_Move
48127,Kerala,Kochi,Locality_221,Independent House,5,867,455.74,0.53,2018,Furnished,8,4,7,10,6,High,Yes,No,"Playground, Gym, Clubhouse",North,Broker,Ready_to_Move
169974,Uttarakhand,Dehradun,Locality_228,Villa,4,4713,354.25,0.08,2007,Unfurnished,6,12,18,10,6,Low,Yes,No,"Gym, Garden, Pool, Clubhouse, Playground",West,Builder,Ready_to_Move
126542,Jharkhand,Jamshedpur,Locality_464,Villa,4,3152,352.74,0.11,2002,Unfurnished,5,29,23,3,6,Low,Yes,Yes,Gym,South,Owner,Under_Construction
191976,Uttarakhand,Dehradun,Locality_113,Villa,5,4496,377.34,0.08,2003,Furnished,9,28,22,6,6,High,Yes,Yes,"Gym, Clubhouse, Playground, Pool",South,Broker,Ready_to_Move
3325,Karnataka,Mysore,Locality_238,Villa,5,918,239.96,0.26,2011,Furnished,27,19,14,8,10,High,Yes,Yes,Garden,South,Broker,Under_Construction
215708,Chhattisgarh,Raipur,Locality_61,Independent House,5,2452,123.61,0.05,2005,Semi-furnished,0,7,20,8,8,Low,Yes,No,"Gym, Pool, Clubhouse",East,Owner,Ready_to_Move
243781,Kerala,Kochi,Locality_405,Independent House,5,918,301.0,0.33,2010,Unfurnished,20,20,15,2,5,High,No,No,"Gym, Clubhouse, Playground, Garden",South,Builder,Ready_to_Move
129950,Haryana,Faridabad,Locality_316,Apartment,3,4487,275.24,0.06,2023,Furnished,7,20,2,5,5,Medium,No,Yes,"Playground, Pool, Clubhouse, Garden",East,Owner,Ready_to_Move
124040,Kerala,Trivandrum,Locality_272,Independent House,1,4301,193.28,0.04,2003,Unfurnished,30,24,22,2,10,Medium,Yes,Yes,Garden,East,Owner,Ready_to_Move
11689,Haryana,Faridabad,Locality_433,Independent House,2,2074,59.78,0.03,2016,Semi-furnished,4,23,9,9,10,High,No,Yes,"Clubhouse, Garden",East,Owner,Under_Construction
240512,Chhattisgarh,Raipur,Locality_179,Independent House,3,1904,288.36,0.15,2009,Unfurnished,23,17,16,4,9,High,No,Yes,"Gym, Playground, Clubhouse",East,Owner,Under_Construction
202771,Delhi,New Delhi,Locality_248,Apartment,5,3554,168.13,0.05,2013,Unfurnished,6,24,12,10,6,Medium,No,No,Pool,North,Owner,Under_Construction
225084,Delhi,New Delhi,Locality_16,Apartment,2,1109,79.98,0.07,2017,Semi-furnished,12,14,8,3,8,High,No,No,Gym,West,Owner,Under_Construction
193889,Odisha,Cuttack,Locality_378,Independent House,5,3675,95.15,0.03,1990,Furnished,26,6,35,8,7,High,Yes,Yes,"Garden, Playground, Clubhouse, Pool",West,Broker,Under_Construction
203366,Uttarakhand,Dehradun,Locality_461,Independent House,2,3316,144.99,0.04,1997,Unfurnished,9,6,28,8,8,High,No,Yes,"Garden, Playground",North,Broker,Ready_to_Move
131458,West Bengal,Kolkata,Locality_424,Independent House,1,2020,252.22,0.12,1993,Unfurnished,3,25,32,7,7,High,No,Yes,"Pool, Playground, Clubhouse",North,Builder,Under_Construction
184003,Punjab,Amritsar,Locality_186,Apartment,3,2762,194.09,0.07,2020,Semi-furnished,13,25,5,3,5,High,Yes,No,"Clubhouse, Garden, Pool",South,Broker,Ready_to_Move
234827,Uttar Pradesh,Lucknow,Locality_435,Independent House,3,3333,329.99,0.1,2005,Furnished,2,24,20,4,5,Medium,Yes,Yes,"Gym, Pool, Playground",North,Builder,Under_Construction
241964,Karnataka,Mangalore,Locality_54,Villa,3,987,317.84,0.32,2014,Furnished,6,1,11,8,10,Medium,No,No,"Playground, Garden",West,Owner,Ready_to_Move
98930,Jharkhand,Ranchi,Locality_444,Apartment,5,1805,128.55,0.07,2005,Unfurnished,30,8,20,1,9,High,Yes,Yes,Garden,South,Broker,Under_Construction
190321,Bihar,Gaya,Locality_201,Apartment,1,630,114.96,0.18,2022,Semi-furnished,8,1,3,10,2,High,No,No,"Pool, Clubhouse, Playground",West,Owner,Ready_to_Move
99233,Uttar Pradesh,Noida,Locality_186,Apartment,5,2573,343.24,0.13,2005,Semi-furnished,28,26,20,8,6,Medium,No,Yes,"Gym, Garden, Clubhouse",West,Owner,Under_Construction
55138,Delhi,Dwarka,Locality_31,Apartment,3,1995,93.83,0.05,2014,Furnished,22,6,11,3,5,Low,No,No,"Clubhouse, Gym, Pool, Garden",West,Builder,Under_Construction
86627,Assam,Silchar,Locality_212,Villa,4,1794,211.72,0.12,2003,Semi-furnished,19,22,22,5,1,Medium,No,No,"Playground, Clubhouse, Gym, Garden, Pool",North,Builder,Ready_to_Move
71410,Madhya Pradesh,Indore,Locality_176,Villa,5,4770,108.54,0.02,2017,Unfurnished,26,26,8,5,4,High,Yes,No,"Clubhouse, Playground",West,Owner,Under_Construction
169833,Jharkhand,Ranchi,Locality_233,Apartment,1,2562,284.57,0.11,2002,Furnished,16,20,23,3,8,Low,No,No,Gym,East,Broker,Ready_to_Move
143508,Assam,Silchar,Locality_293,Apartment,5,4881,268.0,0.05,1991,Semi-furnished,0,23,34,2,2,Medium,No,Yes,Playground,West,Builder,Under_Construction
223437,Assam,Guwahati,Locality_293,Villa,5,3789,437.71,0.12,2001,Unfurnished,2,14,24,8,8,Low,No,Yes,Clubhouse,South,Broker,Ready_to_Move
186972,Karnataka,Bangalore,Locality_270,Villa,5,2451,146.62,0.06,2004,Unfurnished,3,14,21,3,8,High,No,Yes,"Clubhouse, Playground, Gym, Garden, Pool",South,Builder,Under_Construction
77664,Madhya Pradesh,Bhopal,Locality_33,Villa,2,4328,445.73,0.1,2002,Furnished,1,11,23,7,2,High,Yes,Yes,"Pool, Garden",West,Owner,Under_Construction
173415,Uttar Pradesh,Lucknow,Locality_196,Villa,4,4477,127.75,0.03,2011,Furnished,3,12,14,1,10,Low,Yes,Yes,"Pool, Garden",West,Broker,Under_Construction
38627,Karnataka,Mysore,Locality_247,Apartment,1,4771,475.2,0.1,1991,Furnished,10,13,34,4,6,Low,No,Yes,"Playground, Gym, Pool, Clubhouse, Garden",East,Owner,Ready_to_Move
59115,Karnataka,Bangalore,Locality_117,Independent House,3,2583,430.77,0.17,2016,Furnished,25,19,9,8,3,Low,Yes,Yes,"Pool, Playground, Clubhouse, Garden",North,Builder,Ready_to_Move
169581,Haryana,Faridabad,Locality_496,Villa,3,923,450.57,0.49,2000,Semi-furnished,18,4,25,6,8,High,No,No,"Playground, Pool, Gym",East,Broker,Ready_to_Move
52111,West Bengal,Kolkata,Locality_347,Independent House,5,4451,119.54,0.03,2014,Semi-furnished,23,2,11,4,4,High,Yes,No,"Playground, Clubhouse",North,Broker,Ready_to_Move
226853,Andhra Pradesh,Vijayawada,Locality_126,Apartment,5,1988,318.15,0.16,1998,Furnished,28,14,27,8,7,Low,Yes,Yes,"Gym, Clubhouse, Garden",South,Broker,Under_Construction
212141,Bihar,Gaya,Locality_430,Independent House,2,3564,491.78,0.14,2018,Unfurnished,3,8,7,4,3,Low,No,No,Playground,South,Builder,Ready_to_Move
180933,Assam,Guwahati,Locality_73,Apartment,4,3418,239.57,0.07,1999,Furnished,16,2,26,2,7,High,Yes,No,"Garden, Playground, Clubhouse, Gym",West,Broker,Under_Construction
6629,Assam,Silchar,Locality_467,Villa,5,1393,341.45,0.25,2010,Unfurnished,19,19,15,8,4,Medium,No,Yes,Playground,West,Builder,Under_Construction
68825,Andhra Pradesh,Vijayawada,Locality_167,Apartment,5,2695,416.86,0.15,2008,Unfurnished,13,26,17,4,3,Medium,No,Yes,"Playground, Garden, Gym, Pool, Clubhouse",West,Broker,Under_Construction
159954,Punjab,Amritsar,Locality_193,Villa,1,910,41.4,0.05,2016,Furnished,1,14,9,8,9,Medium,Yes,No,"Gym, Clubhouse",South,Broker,Ready_to_Move
159609,Chhattisgarh,Bilaspur,Locality_273,Apartment,2,881,288.68,0.33,2006,Semi-furnished,8,4,19,10,7,Medium,Yes,Yes,"Gym, Garden",West,Owner,Under_Construction
142015,Haryana,Faridabad,Locality_191,Villa,5,1800,331.64,0.18,1999,Semi-furnished,3,5,26,3,5,Low,Yes,Yes,Clubhouse,North,Broker,Ready_to_Move
63245,Haryana,Faridabad,Locality_127,Villa,3,3126,143.85,0.05,1996,Furnished,6,29,29,3,4,Low,Yes,No,"Garden, Gym, Playground",North,Builder,Ready_to_Move
164656,Telangana,Warangal,Locality_109,Independent House,1,4583,423.25,0.09,1997,Unfurnished,8,21,28,9,4,High,Yes,No,"Playground, Clubhouse, Pool, Garden",West,Broker,Under_Construction
146570,West Bengal,Durgapur,Locality_204,Apartment,4,4707,292.03,0.06,2015,Unfurnished,23,26,10,7,2,High,No,Yes,"Playground, Pool, Gym, Clubhouse, Garden",North,Builder,Under_Construction
200826,West Bengal,Durgapur,Locality_321,Villa,3,1024,183.16,0.18,2012,Furnished,22,9,13,7,1,High,No,No,Garden,East,Builder,Ready_to_Move
212624,Bihar,Gaya,Locality_153,Apartment,4,1178,70.33,0.06,2020,Furnished,17,9,5,7,4,Low,No,No,Pool,South,Broker,Ready_to_Move
